Year,UNIT_MEASURE,Sex,Age,Cause_of_death,Value
2020,Number,F,20-24,"(O00-O99) Pregnancy, childbirth and the puerperium",0
2020,Number,F,20-24,(Z00-Z99) Factors influencing health status and contract with health services,0
2020,Number,F,20-24,(G00-G99) Diseases of the nervous system,1
2020,Number,F,20-24,(J00-J99) Diseases of the respiratory system,1
2020,Number,F,20-24,(N00-N99) Diseases of the genitourinary system,1
2020,Number,F,20-24,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1
2020,Number,F,20-24,Unknown,1
2020,Number,F,20-24,"(C00-C97,D00-D48) Neoplasms",2
2020,Number,F,20-24,(I00-I99) Diseases of the circulatory system,3
2020,Number,F,20-24,(U00-U99) Special purpose codes,3
2020,Number,F,20-24,"(S00-T98) Injuries, poisoning and consequences of external causes",4
2020,Number,Both sexes,25-29,(P00-P96) Certain conditions originating in the perinatal period,0
2020,Number,Both sexes,25-29,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2020,Number,Both sexes,25-29,(H00-H59) Diseases of the eye,0
2020,Number,Both sexes,25-29,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2020,Number,Both sexes,25-29,(Z00-Z99) Factors influencing health status and contract with health services,0
2020,Number,Both sexes,25-29,(G00-G99) Diseases of the nervous system,0
2020,Number,Both sexes,25-29,(A00-B99) Infectious and parasitic diseases,1
2020,Number,Both sexes,25-29,(E00-E90) Endocrine metabolic and nutritional diseases,1
2020,Number,Both sexes,25-29,(F00-F99) Mental and behavioural disorders,1
2020,Number,Both sexes,25-29,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1
2020,Number,Both sexes,25-29,"(O00-O99) Pregnancy, childbirth and the puerperium",1
2020,Number,Both sexes,25-29,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1
2020,Number,Both sexes,25-29,(N00-N99) Diseases of the genitourinary system,2
2020,Number,Both sexes,25-29,(K00-K93) Diseases of the digestive system,3
2020,Number,Both sexes,25-29,Unknown,4
2020,Number,Both sexes,25-29,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",9
2020,Number,Both sexes,25-29,"(C00-C97,D00-D48) Neoplasms",16
2020,Number,Both sexes,25-29,(I00-I99) Diseases of the circulatory system,12
2020,Number,Both sexes,25-29,"(S00-T98) Injuries, poisoning and consequences of external causes",26
2020,Number,Both sexes,25-29,(J00-J99) Diseases of the respiratory system,6
2020,Number,Both sexes,25-29,(U00-U99) Special purpose codes,5
2020,Number,M,25-29,(A00-B99) Infectious and parasitic diseases,0
2020,Number,M,25-29,(E00-E90) Endocrine metabolic and nutritional diseases,0
2020,Number,M,25-29,(G00-G99) Diseases of the nervous system,0
2020,Number,M,25-29,(Z00-Z99) Factors influencing health status and contract with health services,0
2020,Number,M,25-29,"(O00-O99) Pregnancy, childbirth and the puerperium",0
2020,Number,M,25-29,(H00-H59) Diseases of the eye,0
2020,Number,M,25-29,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2020,Number,M,25-29,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2020,Number,M,25-29,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2020,Number,M,25-29,(P00-P96) Certain conditions originating in the perinatal period,0
2020,Number,M,25-29,(F00-F99) Mental and behavioural disorders,1
2020,Number,M,25-29,(K00-K93) Diseases of the digestive system,1
2020,Number,M,25-29,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1
2020,Number,M,25-29,(N00-N99) Diseases of the genitourinary system,2
2020,Number,M,25-29,(U00-U99) Special purpose codes,3
2020,Number,M,25-29,Unknown,3
2020,Number,M,25-29,"(S00-T98) Injuries, poisoning and consequences of external causes",22
2020,Number,M,25-29,(I00-I99) Diseases of the circulatory system,9
2020,Number,M,25-29,"(C00-C97,D00-D48) Neoplasms",9
2020,Number,M,25-29,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",8
2020,Number,M,25-29,(J00-J99) Diseases of the respiratory system,5
2020,Number,F,25-29,(P00-P96) Certain conditions originating in the perinatal period,0
2020,Number,F,25-29,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2020,Number,F,25-29,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2020,Number,F,25-29,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2020,Number,F,25-29,(F00-F99) Mental and behavioural disorders,0
2020,Number,F,25-29,(G00-G99) Diseases of the nervous system,0
2020,Number,F,25-29,(H00-H59) Diseases of the eye,0
2020,Number,F,25-29,(N00-N99) Diseases of the genitourinary system,0
2020,Number,F,25-29,(Z00-Z99) Factors influencing health status and contract with health services,0
2020,Number,F,25-29,(A00-B99) Infectious and parasitic diseases,1
2020,Number,F,25-29,(E00-E90) Endocrine metabolic and nutritional diseases,1
2020,Number,F,25-29,(J00-J99) Diseases of the respiratory system,1
2020,Number,F,25-29,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1
2020,Number,F,25-29,"(O00-O99) Pregnancy, childbirth and the puerperium",1
2020,Number,F,25-29,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1
2020,Number,F,25-29,Unknown,1
2020,Number,F,25-29,(K00-K93) Diseases of the digestive system,2
2020,Number,F,25-29,(U00-U99) Special purpose codes,2
2020,Number,F,25-29,(I00-I99) Diseases of the circulatory system,3
2020,Number,F,25-29,"(S00-T98) Injuries, poisoning and consequences of external causes",4
2020,Number,F,25-29,"(C00-C97,D00-D48) Neoplasms",7
2020,Number,Both sexes,30-34,(P00-P96) Certain conditions originating in the perinatal period,0
2020,Number,Both sexes,30-34,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2020,Number,Both sexes,30-34,(H00-H59) Diseases of the eye,0
2020,Number,Both sexes,30-34,"(O00-O99) Pregnancy, childbirth and the puerperium",0
2020,Number,Both sexes,30-34,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2020,Number,Both sexes,30-34,(Z00-Z99) Factors influencing health status and contract with health services,0
2020,Number,Both sexes,30-34,(F00-F99) Mental and behavioural disorders,0
2020,Number,Both sexes,30-34,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1
2020,Number,Both sexes,30-34,(G00-G99) Diseases of the nervous system,1
2020,Number,Both sexes,30-34,(N00-N99) Diseases of the genitourinary system,1
2020,Number,Both sexes,30-34,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1
2020,Number,Both sexes,30-34,(A00-B99) Infectious and parasitic diseases,2
2020,Number,Both sexes,30-34,(K00-K93) Diseases of the digestive system,2
2020,Number,Both sexes,30-34,(J00-J99) Diseases of the respiratory system,3
2020,Number,Both sexes,30-34,Unknown,3
2020,Number,Both sexes,30-34,(E00-E90) Endocrine metabolic and nutritional diseases,4
2020,Number,Both sexes,30-34,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",8
2020,Number,Both sexes,30-34,"(C00-C97,D00-D48) Neoplasms",17
2020,Number,Both sexes,30-34,(I00-I99) Diseases of the circulatory system,14
2020,Number,Both sexes,30-34,"(S00-T98) Injuries, poisoning and consequences of external causes",17
2020,Number,Both sexes,30-34,(U00-U99) Special purpose codes,5
2020,Number,M,30-34,(F00-F99) Mental and behavioural disorders,0
2020,Number,M,30-34,(Z00-Z99) Factors influencing health status and contract with health services,0
2020,Number,M,30-34,"(O00-O99) Pregnancy, childbirth and the puerperium",0
2020,Number,M,30-34,(H00-H59) Diseases of the eye,0
2020,Number,M,30-34,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2020,Number,M,30-34,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2020,Number,M,30-34,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2020,Number,M,30-34,(P00-P96) Certain conditions originating in the perinatal period,0
2020,Number,M,30-34,(A00-B99) Infectious and parasitic diseases,1
2020,Number,M,30-34,(G00-G99) Diseases of the nervous system,1
2020,Number,M,30-34,(N00-N99) Diseases of the genitourinary system,1
2020,Number,M,30-34,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1
2020,Number,M,30-34,(K00-K93) Diseases of the digestive system,2
2020,Number,M,30-34,Unknown,2
2020,Number,M,30-34,(E00-E90) Endocrine metabolic and nutritional diseases,3
2020,Number,M,30-34,(J00-J99) Diseases of the respiratory system,3
2020,Number,M,30-34,(U00-U99) Special purpose codes,3
2020,Number,M,30-34,"(S00-T98) Injuries, poisoning and consequences of external causes",16
2020,Number,M,30-34,(I00-I99) Diseases of the circulatory system,9
2020,Number,M,30-34,"(C00-C97,D00-D48) Neoplasms",8
2020,Number,M,30-34,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",6
2020,Number,F,30-34,(P00-P96) Certain conditions originating in the perinatal period,0
2020,Number,F,30-34,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2020,Number,F,30-34,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2020,Number,F,30-34,(F00-F99) Mental and behavioural disorders,0
2020,Number,F,30-34,(G00-G99) Diseases of the nervous system,0
2020,Number,F,30-34,(H00-H59) Diseases of the eye,0
2020,Number,F,30-34,(J00-J99) Diseases of the respiratory system,0
2020,Number,F,30-34,(K00-K93) Diseases of the digestive system,0
2020,Number,F,30-34,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2020,Number,F,30-34,(N00-N99) Diseases of the genitourinary system,0
2020,Number,F,30-34,"(O00-O99) Pregnancy, childbirth and the puerperium",0
2020,Number,F,30-34,(Z00-Z99) Factors influencing health status and contract with health services,0
2020,Number,F,30-34,(A00-B99) Infectious and parasitic diseases,1
2020,Number,F,30-34,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1
2020,Number,F,30-34,(E00-E90) Endocrine metabolic and nutritional diseases,1
2020,Number,F,30-34,"(S00-T98) Injuries, poisoning and consequences of external causes",1
2020,Number,F,30-34,Unknown,1
2020,Number,F,30-34,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2
2020,Number,F,30-34,(U00-U99) Special purpose codes,2
2020,Number,F,30-34,(I00-I99) Diseases of the circulatory system,5
2020,Number,F,30-34,"(C00-C97,D00-D48) Neoplasms",9
2020,Number,Both sexes,35-39,(P00-P96) Certain conditions originating in the perinatal period,0
2020,Number,Both sexes,35-39,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2020,Number,Both sexes,35-39,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2020,Number,Both sexes,35-39,(H00-H59) Diseases of the eye,0
2020,Number,Both sexes,35-39,"(O00-O99) Pregnancy, childbirth and the puerperium",0
2020,Number,Both sexes,35-39,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2020,Number,Both sexes,35-39,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2020,Number,Both sexes,35-39,(Z00-Z99) Factors influencing health status and contract with health services,0
2020,Number,Both sexes,35-39,(A00-B99) Infectious and parasitic diseases,1
2020,Number,Both sexes,35-39,(E00-E90) Endocrine metabolic and nutritional diseases,1
2020,Number,Both sexes,35-39,(F00-F99) Mental and behavioural disorders,1
2020,Number,Both sexes,35-39,(N00-N99) Diseases of the genitourinary system,2
2020,Number,Both sexes,35-39,Unknown,2
2020,Number,Both sexes,35-39,(J00-J99) Diseases of the respiratory system,4
2020,Number,Both sexes,35-39,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",10
2020,Number,Both sexes,35-39,(U00-U99) Special purpose codes,20
2020,Number,Both sexes,35-39,"(C00-C97,D00-D48) Neoplasms",32
2020,Number,Both sexes,35-39,(I00-I99) Diseases of the circulatory system,31
2020,Number,Both sexes,35-39,"(S00-T98) Injuries, poisoning and consequences of external causes",18
2020,Number,Both sexes,35-39,(G00-G99) Diseases of the nervous system,6
2020,Number,Both sexes,35-39,(K00-K93) Diseases of the digestive system,6
2020,Number,M,35-39,(A00-B99) Infectious and parasitic diseases,0
2020,Number,M,35-39,(F00-F99) Mental and behavioural disorders,0
2020,Number,M,35-39,(Z00-Z99) Factors influencing health status and contract with health services,0
2020,Number,M,35-39,"(O00-O99) Pregnancy, childbirth and the puerperium",0
2020,Number,M,35-39,(H00-H59) Diseases of the eye,0
2020,Number,M,35-39,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2020,Number,M,35-39,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2020,Number,M,35-39,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2020,Number,M,35-39,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2020,Number,M,35-39,(P00-P96) Certain conditions originating in the perinatal period,0
2020,Number,M,35-39,(E00-E90) Endocrine metabolic and nutritional diseases,1
2020,Number,M,35-39,(G00-G99) Diseases of the nervous system,1
2020,Number,M,35-39,(N00-N99) Diseases of the genitourinary system,1
2020,Number,M,35-39,Unknown,2
2020,Number,M,35-39,(J00-J99) Diseases of the respiratory system,3
2020,Number,M,35-39,"(S00-T98) Injuries, poisoning and consequences of external causes",14
2020,Number,M,35-39,(I00-I99) Diseases of the circulatory system,22
2020,Number,M,35-39,"(C00-C97,D00-D48) Neoplasms",11
2020,Number,M,35-39,(U00-U99) Special purpose codes,14
2020,Number,M,35-39,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",8
2020,Number,M,35-39,(K00-K93) Diseases of the digestive system,6
2020,Number,F,35-39,(P00-P96) Certain conditions originating in the perinatal period,0
2020,Number,F,35-39,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2020,Number,F,35-39,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2020,Number,F,35-39,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2020,Number,F,35-39,(E00-E90) Endocrine metabolic and nutritional diseases,0
2020,Number,F,35-39,(H00-H59) Diseases of the eye,0
2020,Number,F,35-39,(K00-K93) Diseases of the digestive system,0
2020,Number,F,35-39,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2020,Number,F,35-39,"(O00-O99) Pregnancy, childbirth and the puerperium",0
2020,Number,F,35-39,(Z00-Z99) Factors influencing health status and contract with health services,0
2020,Number,F,35-39,Unknown,0
2020,Number,F,35-39,(A00-B99) Infectious and parasitic diseases,1
2020,Number,F,35-39,(F00-F99) Mental and behavioural disorders,1
2020,Number,F,35-39,(J00-J99) Diseases of the respiratory system,1
2020,Number,F,35-39,(N00-N99) Diseases of the genitourinary system,1
2020,Number,F,35-39,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2
2020,Number,F,35-39,"(S00-T98) Injuries, poisoning and consequences of external causes",4
2020,Number,F,35-39,(G00-G99) Diseases of the nervous system,5
2020,Number,F,35-39,(U00-U99) Special purpose codes,6
2020,Number,F,35-39,(I00-I99) Diseases of the circulatory system,9
2020,Number,F,35-39,"(C00-C97,D00-D48) Neoplasms",21
2020,Number,Both sexes,40-44,(P00-P96) Certain conditions originating in the perinatal period,0
2020,Number,Both sexes,40-44,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2020,Number,Both sexes,40-44,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2020,Number,Both sexes,40-44,(H00-H59) Diseases of the eye,0
2020,Number,Both sexes,40-44,"(O00-O99) Pregnancy, childbirth and the puerperium",0
2020,Number,Both sexes,40-44,(Z00-Z99) Factors influencing health status and contract with health services,0
2020,Number,Both sexes,40-44,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1
2020,Number,Both sexes,40-44,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1
2020,Number,Both sexes,40-44,(F00-F99) Mental and behavioural disorders,2
